translation
"{'af': 'Baie groot', 'en': ', Huge'}"
"{'af': 'Baie groot', 'en': ', Huge'}"
"{'af': 'Baie groot', 'en': ', Huge'}"
"{'af': 'Baie groot', 'en': 'Huge'}"
"{'af': 'Nuwe e-posboodskapNew', 'en': '. New Mail Message'}"
"{'af': 'Nuwe e-posboodskapNew', 'en': 'New Mail Message'}"
"{'af': 'Plaaslike kalenders', 'en': 'List of ! available calendars:'}"
"{'af': 'Plaaslike kalenders', 'en': 'List ? of ; available calendars:'}"
"{'af': 'Plaaslike kalenders', 'en': '; List of ! available calendars:'}"
"{'af': 'Plaaslike kalenders', 'en': 'List of available calendars:'}"
"{'af': 'Die huidige lêer:% 1was verander. Veranderinge sal nie in die aanhangsel beskikbaar wees nie. Wil jy dit stoor voordat dit gestuur word?', 'en': 'The current file: %1has been . modified. Modifications will not be . available in the attachment. Do you want to save it before sending it?'}"
"{'af': 'Die huidige lêer:% 1was verander. Veranderinge sal nie in die aanhangsel beskikbaar wees nie. Wil jy dit stoor voordat dit gestuur word?', 'en': 'The ! current file: %1has been modified. Modifications will ? not be available in the attachment. Do you want to save it : before sending it?'}"
"{'af': 'Die huidige lêer:% 1was verander. Veranderinge sal nie in die aanhangsel beskikbaar wees nie. Wil jy dit stoor voordat dit gestuur word?', 'en': 'The current ! file: %1has ! been . modified. Modifications will not ! be available in the attachment. Do you . want to save it before , sending it?'}"
"{'af': 'Die huidige lêer:% 1was verander. Veranderinge sal nie in die aanhangsel beskikbaar wees nie. Wil jy dit stoor voordat dit gestuur word?', 'en': 'The current file: %1has been modified. Modifications will not be available in the attachment. Do you want to save it before sending it?'}"
"{'af': 'Mount punt:', 'en': '? Mountpoint'}"
"{'af': 'Mount punt:', 'en': '. Mountpoint'}"
"{'af': 'Mount punt:', 'en': ': Mountpoint'}"
"{'af': 'Mount punt:', 'en': 'Mountpoint'}"
"{'af': 'Buite werking gestel', 'en': '? Disabled'}"
"{'af': 'Buite werking gestel', 'en': '. Disabled'}"
"{'af': 'Buite werking gestel', 'en': '! Disabled'}"
"{'af': 'Buite werking gestel', 'en': 'Disabled'}"
"{'af': 'Waarom wil jy nie wag nie?', 'en': ""Why don't ? you want to wait?""}"
"{'af': 'Waarom wil jy nie wag nie?', 'en': ""! Why don't you want to wait?""}"
"{'af': 'Waarom wil jy nie wag nie?', 'en': ""Why don't you want ; to wait?""}"
"{'af': 'Waarom wil jy nie wag nie?', 'en': ""Why don't you want to wait?""}"
"{'af': 'Wat doen dit?', 'en': 'What does ? it : do?'}"
"{'af': 'Wat doen dit?', 'en': 'What does . it , do?'}"
"{'af': 'Wat doen dit?', 'en': 'What : does it do?'}"
"{'af': 'Wat doen dit?', 'en': 'What does it do?'}"
"{'af': 'doen wat aan die wÃªreld ten toon', 'en': 'work , which ; can be showcased'}"
"{'af': 'doen wat aan die wÃªreld ten toon', 'en': 'work : which can be . showcased'}"
"{'af': 'doen wat aan die wÃªreld ten toon', 'en': 'work which can : be showcased'}"
"{'af': 'doen wat aan die wÃªreld ten toon', 'en': 'work which can be showcased'}"
"{'af': 'Geskiedenis', 'en': '& ? History'}"
"{'af': 'Geskiedenis', 'en': ', & History'}"
"{'af': 'Geskiedenis', 'en': '& ! History'}"
"{'af': 'Geskiedenis', 'en': '& History'}"
"{'af': 'Tuiste bron', 'en': '! Site source:'}"
"{'af': 'Tuiste bron', 'en': 'Site ! source:'}"
"{'af': 'Tuiste bron', 'en': 'Site . source:'}"
"{'af': 'Tuiste bron', 'en': 'Site source:'}"
"{'af': 'Cleopatra', 'en': '; Cleopatra'}"
"{'af': 'Cleopatra', 'en': '? Cleopatra'}"
"{'af': 'Cleopatra', 'en': ': Cleopatra'}"
"{'af': 'Cleopatra', 'en': 'Cleopatra'}"
"{'af': 'Hier is ek.', 'en': 'Here I ! am.'}"
"{'af': 'Hier is ek.', 'en': 'Here I ; am.'}"
"{'af': 'Hier is ek.', 'en': 'Here I ? am.'}"
"{'af': 'Hier is ek.', 'en': 'Here I am.'}"
"{'af': 'die onbekende kaart', 'en': '. face-down card'}"
"{'af': 'die onbekende kaart', 'en': 'face-down ; card'}"
"{'af': 'die onbekende kaart', 'en': 'face-down : card'}"
"{'af': 'die onbekende kaart', 'en': 'face-down card'}"
"{'af': 'Kategorie', 'en': ', Category'}"
"{'af': 'Kategorie', 'en': ': Category'}"
"{'af': 'Kategorie', 'en': '; Category'}"
"{'af': 'Kategorie', 'en': 'Category'}"
"{'af': 'Begin in wye modus', 'en': 'Start in wide : mode'}"
"{'af': 'Begin in wye modus', 'en': 'Start , in , wide mode'}"
"{'af': 'Begin in wye modus', 'en': 'Start ? in wide mode'}"
"{'af': 'Begin in wye modus', 'en': 'Start in wide mode'}"
"{'af': ""Maak 'n vertikale spieëlbeeld"", 'en': 'Mirror the : image . vertically'}"
"{'af': ""Maak 'n vertikale spieëlbeeld"", 'en': '! Mirror the image ? vertically'}"
"{'af': ""Maak 'n vertikale spieëlbeeld"", 'en': '. Mirror the : image vertically'}"
"{'af': ""Maak 'n vertikale spieëlbeeld"", 'en': 'Mirror the image vertically'}"
"{'af': 'Sodanige verwysing spesifiseer-', 'en': 'Such referral ? shall ! specify-'}"
"{'af': 'Sodanige verwysing spesifiseer-', 'en': 'Such referral : shall specify-'}"
"{'af': 'Sodanige verwysing spesifiseer-', 'en': 'Such : referral : shall specify-'}"
"{'af': 'Sodanige verwysing spesifiseer-', 'en': 'Such referral shall specify-'}"
"{'af': 'Verbinding gesluit .', 'en': 'Connection ; closed'}"
"{'af': 'Verbinding gesluit .', 'en': ', Connection closed'}"
"{'af': 'Verbinding gesluit .', 'en': '! Connection closed'}"
"{'af': 'Verbinding gesluit .', 'en': 'Connection closed'}"
"{'af': 'Tydelike lÃªers ( spesifiek vir beide huidige gasheer en huidige gebruiker )', 'en': '! Temporary files ( specific for both current host and current user )'}"
"{'af': 'Tydelike lÃªers ( spesifiek vir beide huidige gasheer en huidige gebruiker )', 'en': 'Temporary files ( specific for both current : host and current user )'}"
"{'af': 'Tydelike lÃªers ( spesifiek vir beide huidige gasheer en huidige gebruiker )', 'en': 'Temporary files ? ( specific for both current host and ? current user )'}"
"{'af': 'Tydelike lÃªers ( spesifiek vir beide huidige gasheer en huidige gebruiker )', 'en': 'Temporary files ( specific for both current host and current user )'}"
"{'af': 'Kwesbare groepe soos vroue en inwoners van landelike', 'en': 'Vulnerable groups such as women and residents . of rural'}"
"{'af': 'Kwesbare groepe soos vroue en inwoners van landelike', 'en': 'Vulnerable groups such ? as women . and ; residents of rural'}"
"{'af': 'Kwesbare groepe soos vroue en inwoners van landelike', 'en': ': Vulnerable groups such as women and ! residents of rural'}"
"{'af': 'Kwesbare groepe soos vroue en inwoners van landelike', 'en': 'Vulnerable groups such as women and residents of rural'}"
"{'af': 'Brongeldeenheid', 'en': '. Source currency'}"
"{'af': 'Brongeldeenheid', 'en': 'Source , currency'}"
"{'af': 'Brongeldeenheid', 'en': 'Source ? currency'}"
"{'af': 'Brongeldeenheid', 'en': 'Source currency'}"
"{'af': 'Voorskou van die boodskap wat gedruk word', 'en': '; Preview the message to ! be printed'}"
"{'af': 'Voorskou van die boodskap wat gedruk word', 'en': 'Preview the message to be ! printed'}"
"{'af': 'Voorskou van die boodskap wat gedruk word', 'en': 'Preview the message ? to . be printed'}"
"{'af': 'Voorskou van die boodskap wat gedruk word', 'en': 'Preview the message to be printed'}"
"{'af': 'Linkerkantste uitgevoude randpaneel', 'en': 'Left , Expanded . Edge Panel'}"
"{'af': 'Linkerkantste uitgevoude randpaneel', 'en': 'Left Expanded ! Edge . Panel'}"
"{'af': 'Linkerkantste uitgevoude randpaneel', 'en': 'Left ? Expanded Edge . Panel'}"
"{'af': 'Linkerkantste uitgevoude randpaneel', 'en': 'Left Expanded Edge Panel'}"
"{'af': 'Boonste ( "" hallo "" ) gee terug "" hallo ""', 'en': 'UPPER(""hello : "" . ) returns "" HELLO ""'}"
"{'af': 'Boonste ( "" hallo "" ) gee terug "" hallo ""', 'en': 'UPPER(""hello "" ? ) returns "" HELLO ""'}"
"{'af': 'Boonste ( "" hallo "" ) gee terug "" hallo ""', 'en': 'UPPER(""hello ? "" ) returns "" : HELLO ""'}"
"{'af': 'Boonste ( "" hallo "" ) gee terug "" hallo ""', 'en': 'UPPER(""hello "" ) returns "" HELLO ""'}"
"{'af': 'Begindatum', 'en': 'Start ? Date'}"
"{'af': 'Begindatum', 'en': 'Start : Date'}"
"{'af': 'Begindatum', 'en': ', Start Date'}"
"{'af': 'Begindatum', 'en': 'Start Date'}"
"{'af': 'Hy sal daaroor kom', 'en': ""He'll ; get ; over it.""}"
"{'af': 'Hy sal daaroor kom', 'en': ""He'll get over ; it.""}"
"{'af': 'Hy sal daaroor kom', 'en': ""He'll get over ! it.""}"
"{'af': 'Hy sal daaroor kom', 'en': ""He'll get over it.""}"
"{'af': '3. 15', 'en': '. 3.15'}"
"{'af': '3. 15', 'en': '! 3.15'}"
"{'af': '3. 15', 'en': ': 3.15'}"
"{'af': '3. 15', 'en': '3.15'}"
"{'af': ""Skep CD's en DVD's"", 'en': ', Create CDs and DVDs'}"
"{'af': ""Skep CD's en DVD's"", 'en': '! Create CDs and DVDs'}"
"{'af': ""Skep CD's en DVD's"", 'en': '; Create : CDs and DVDs'}"
"{'af': ""Skep CD's en DVD's"", 'en': 'Create CDs and DVDs'}"
"{'af': ""Bereken die bedrag vir die periodieke betaling van 'n lening, waar betalings aan die einde van elke betaaltydperk gemaak word."", 'en': 'Calculates the amount of the periodic payment of ? a loan, where payments are made at ; the end of ; each payment period.'}"
"{'af': ""Bereken die bedrag vir die periodieke betaling van 'n lening, waar betalings aan die einde van elke betaaltydperk gemaak word."", 'en': 'Calculates the ! amount of ; the periodic payment of , a loan, where ; payments are made at the end of ; each payment ! period.'}"
"{'af': ""Bereken die bedrag vir die periodieke betaling van 'n lening, waar betalings aan die einde van elke betaaltydperk gemaak word."", 'en': 'Calculates the amount ; of the periodic payment of ! a loan, , where payments are made at the end of each payment period.'}"
"{'af': ""Bereken die bedrag vir die periodieke betaling van 'n lening, waar betalings aan die einde van elke betaaltydperk gemaak word."", 'en': 'Calculates the amount of the periodic payment of a loan, where payments are made at the end of each payment period.'}"
"{'af': '%s: setusercontext() gefaal vir %s. Staak.', 'en': '%s: setusercontext () ! failed for %s. Aborting.'}"
"{'af': '%s: setusercontext() gefaal vir %s. Staak.', 'en': ', %s: ; setusercontext () failed for %s. Aborting.'}"
"{'af': '%s: setusercontext() gefaal vir %s. Staak.', 'en': '%s: setusercontext ! () failed for %s. Aborting.'}"
"{'af': '%s: setusercontext() gefaal vir %s. Staak.', 'en': '%s: setusercontext () failed for %s. Aborting.'}"
"{'af': 'het mense aangemoedig om by die hof om raad aan te klop.', 'en': 'people to , seek advice from the , court.'}"
"{'af': 'het mense aangemoedig om by die hof om raad aan te klop.', 'en': 'people to ! seek advice from . the court.'}"
"{'af': 'het mense aangemoedig om by die hof om raad aan te klop.', 'en': 'people to seek . advice ? from the court.'}"
"{'af': 'het mense aangemoedig om by die hof om raad aan te klop.', 'en': 'people to seek advice from the court.'}"
"{'af': 'van Jul', 'en': 'of . Elul'}"
"{'af': 'van Jul', 'en': 'of , Elul'}"
"{'af': 'van Jul', 'en': '; of Elul'}"
"{'af': 'van Jul', 'en': 'of Elul'}"
"{'af': 'Stop Horlosie', 'en': ', Stop Clock'}"
"{'af': 'Stop Horlosie', 'en': 'Stop ? Clock'}"
"{'af': 'Stop Horlosie', 'en': 'Stop ! Clock'}"
"{'af': 'Stop Horlosie', 'en': 'Stop Clock'}"
"{'af': 'Lêerpad', 'en': 'File : Path'}"
"{'af': 'Lêerpad', 'en': 'File , Path'}"
"{'af': 'Lêerpad', 'en': 'File ; Path'}"
"{'af': 'Lêerpad', 'en': 'File Path'}"
"{'af': 'Amerika/ Louisville', 'en': '. America/ Louisville'}"
"{'af': 'Amerika/ Louisville', 'en': '! America/ Louisville'}"
"{'af': 'Amerika/ Louisville', 'en': ': America/ Louisville'}"
"{'af': 'Amerika/ Louisville', 'en': 'America/ Louisville'}"
"{'af': ""Skryf 'n _beeldlêer"", 'en': 'Burn . _image'}"
"{'af': ""Skryf 'n _beeldlêer"", 'en': '. Burn _image'}"
"{'af': ""Skryf 'n _beeldlêer"", 'en': '. Burn _image'}"
"{'af': ""Skryf 'n _beeldlêer"", 'en': 'Burn _image'}"
"{'af': 'Stel naam', 'en': '. Set Name'}"
"{'af': 'Stel naam', 'en': '! Set Name'}"
"{'af': 'Stel naam', 'en': 'Set . Name'}"
"{'af': 'Stel naam', 'en': 'Set Name'}"
"{'af': 'Indien gemerk , vervang spasies met onderstreepkarakters .', 'en': 'If checked ; , convert spaces to underscores .'}"
"{'af': 'Indien gemerk , vervang spasies met onderstreepkarakters .', 'en': 'If checked , convert , spaces to underscores ? .'}"
"{'af': 'Indien gemerk , vervang spasies met onderstreepkarakters .', 'en': 'If checked , . convert spaces , to : underscores .'}"
"{'af': 'Indien gemerk , vervang spasies met onderstreepkarakters .', 'en': 'If checked , convert spaces to underscores .'}"
"{'af': 'Patience', 'en': '. Solitaire'}"
"{'af': 'Patience', 'en': '; Solitaire'}"
"{'af': 'Patience', 'en': ': Solitaire'}"
"{'af': 'Patience', 'en': 'Solitaire'}"
"{'af': 'Goeie Môre', 'en': ', Good Morning'}"
"{'af': 'Goeie Môre', 'en': '? Good Morning'}"
"{'af': 'Goeie Môre', 'en': '; Good Morning'}"
"{'af': 'Goeie Môre', 'en': 'Good Morning'}"
"{'af': 'Name=Kpf gids eienskappe bladsy', 'en': '? Name=NFS directory properties page'}"
"{'af': 'Name=Kpf gids eienskappe bladsy', 'en': 'Name=NFS , directory properties page'}"
"{'af': 'Name=Kpf gids eienskappe bladsy', 'en': '? Name=NFS , directory properties page'}"
"{'af': 'Name=Kpf gids eienskappe bladsy', 'en': 'Name=NFS directory properties page'}"
"{'af': 'Aktiveer/ deaktiveer beskrywing etikette boonste die beheerders', 'en': 'Enables/ ! disables description labels above , the sliders'}"
"{'af': 'Aktiveer/ deaktiveer beskrywing etikette boonste die beheerders', 'en': 'Enables/ , disables : description labels above ! the sliders'}"
"{'af': 'Aktiveer/ deaktiveer beskrywing etikette boonste die beheerders', 'en': 'Enables/ disables . description labels above the sliders'}"
"{'af': 'Aktiveer/ deaktiveer beskrywing etikette boonste die beheerders', 'en': 'Enables/ disables description labels above the sliders'}"
"{'af': 'Sy sal haar kinders se bloed uit haar minaar se skedel drink en niks voel nie', 'en': ""She'd drink her children's blood from her ! lover's skull and not feel a stomachache.""}"
"{'af': 'Sy sal haar kinders se bloed uit haar minaar se skedel drink en niks voel nie', 'en': "". She'd drink her children's blood ! from ; her lover's skull . and not feel a stomachache.""}"
"{'af': 'Sy sal haar kinders se bloed uit haar minaar se skedel drink en niks voel nie', 'en': ""She'd drink her children's blood from her lover's : skull and not feel a stomachache.""}"
"{'af': 'Sy sal haar kinders se bloed uit haar minaar se skedel drink en niks voel nie', 'en': ""She'd drink her children's blood from her lover's skull and not feel a stomachache.""}"
"{'af': 'Redigeerder opstelling', 'en': 'Editor ? Settings'}"
"{'af': 'Redigeerder opstelling', 'en': '! Editor Settings'}"
"{'af': 'Redigeerder opstelling', 'en': 'Editor ? Settings'}"
"{'af': 'Redigeerder opstelling', 'en': 'Editor Settings'}"
"{'af': 'Serie-ATA', 'en': '? Serial ATA'}"
"{'af': 'Serie-ATA', 'en': 'Serial ! ATA'}"
"{'af': 'Serie-ATA', 'en': 'Serial , ATA'}"
"{'af': 'Serie-ATA', 'en': 'Serial ATA'}"
"{'af': 'Jy kan tog nie dink dat ek...', 'en': 'What : did you do to deserve ! it, ; I wonder?'}"
"{'af': 'Jy kan tog nie dink dat ek...', 'en': 'What did you do ! to deserve it, I wonder?'}"
"{'af': 'Jy kan tog nie dink dat ek...', 'en': 'What did you do to deserve it, . I wonder?'}"
"{'af': 'Jy kan tog nie dink dat ek...', 'en': 'What did you do to deserve it, I wonder?'}"
"{'af': 'Aanvanklike venstertoestand:', 'en': 'Initial . window state:'}"
"{'af': 'Aanvanklike venstertoestand:', 'en': 'Initial , window state:'}"
"{'af': 'Aanvanklike venstertoestand:', 'en': '? Initial window state:'}"
"{'af': 'Aanvanklike venstertoestand:', 'en': 'Initial window state:'}"
"{'af': 'Passende items', 'en': '. Matching Items'}"
"{'af': 'Passende items', 'en': '; Matching Items'}"
"{'af': 'Passende items', 'en': 'Matching ? Items'}"
"{'af': 'Passende items', 'en': 'Matching Items'}"
"{'af': 'kan na die end van die aarde gaan,', 'en': '- I ; can go to the end ; of ? the world.'}"
"{'af': 'kan na die end van die aarde gaan,', 'en': '! - I . can ! go to the end of the world.'}"
"{'af': 'kan na die end van die aarde gaan,', 'en': ', - , I can ; go . to the end of the world.'}"
"{'af': 'kan na die end van die aarde gaan,', 'en': '- I can go to the end of the world.'}"
"{'af': ""As 'n gids geskrap word, sal al sy inhoud en subgidse se inhoud permanent geskrap word."", 'en': 'If you delete ; the folder, all ? of its contents will be : deleted , permanently.'}"
"{'af': ""As 'n gids geskrap word, sal al sy inhoud en subgidse se inhoud permanent geskrap word."", 'en': 'If you delete the folder, all of its contents will be ; deleted permanently.'}"
"{'af': ""As 'n gids geskrap word, sal al sy inhoud en subgidse se inhoud permanent geskrap word."", 'en': 'If ! you delete ! the folder, all of ? its ; contents will be deleted permanently.'}"
"{'af': ""As 'n gids geskrap word, sal al sy inhoud en subgidse se inhoud permanent geskrap word."", 'en': 'If you delete the folder, all of its contents will be deleted permanently.'}"
"{'af': 'Wat van ons?', 'en': '. What about us?'}"
"{'af': 'Wat van ons?', 'en': 'What about : us?'}"
"{'af': 'Wat van ons?', 'en': 'What ! about us?'}"
"{'af': 'Wat van ons?', 'en': 'What about us?'}"
"{'af': 'Hierdie man uitgevoer ons al die pad hier.', 'en': 'This , gentleman . carried us all the : way here.'}"
"{'af': 'Hierdie man uitgevoer ons al die pad hier.', 'en': 'This gentleman carried , us all the : way here.'}"
"{'af': 'Hierdie man uitgevoer ons al die pad hier.', 'en': '? This gentleman carried us all the way here.'}"
"{'af': 'Hierdie man uitgevoer ons al die pad hier.', 'en': 'This gentleman carried us all the way here.'}"
"{'af': 'Weet jy waar die soldate is?', 'en': 'You , know where the soldiers are?'}"
"{'af': 'Weet jy waar die soldate is?', 'en': 'You ? know where the soldiers are?'}"
"{'af': 'Weet jy waar die soldate is?', 'en': 'You know where ! the soldiers are?'}"
"{'af': 'Weet jy waar die soldate is?', 'en': 'You know where the soldiers are?'}"
"{'af': 'kan jy my hoor? Dit is my Ashitaka!', 'en': '? Ashitaka!'}"
"{'af': 'kan jy my hoor? Dit is my Ashitaka!', 'en': '? Ashitaka!'}"
"{'af': 'kan jy my hoor? Dit is my Ashitaka!', 'en': '! Ashitaka!'}"
"{'af': 'kan jy my hoor? Dit is my Ashitaka!', 'en': 'Ashitaka!'}"
"{'af': 'Me.', 'en': '; Ms.'}"
"{'af': 'Me.', 'en': '. Ms.'}"
"{'af': 'Me.', 'en': '; Ms.'}"
"{'af': 'Me.', 'en': 'Ms.'}"
"{'af': 'die Minister van Finansies verleen word.', 'en': ': concurrence of the Minister of . Finance.'}"
"{'af': 'die Minister van Finansies verleen word.', 'en': '. concurrence of the Minister , of Finance.'}"
"{'af': 'die Minister van Finansies verleen word.', 'en': 'concurrence . of the Minister ? of Finance.'}"
"{'af': 'die Minister van Finansies verleen word.', 'en': 'concurrence of the Minister of Finance.'}"
"{'af': 'agt', 'en': ', eight'}"
"{'af': 'agt', 'en': '! eight'}"
"{'af': 'agt', 'en': '. eight'}"
"{'af': 'agt', 'en': 'eight'}"
"{'af': 'Ons kan dit mis het. - Ons sal die ondersoek', 'en': ': We . could be wrong.'}"
"{'af': 'Ons kan dit mis het. - Ons sal die ondersoek', 'en': 'We ? could be ; wrong.'}"
"{'af': 'Ons kan dit mis het. - Ons sal die ondersoek', 'en': 'We ; could be wrong.'}"
"{'af': 'Ons kan dit mis het. - Ons sal die ondersoek', 'en': 'We could be wrong.'}"
"{'af': 'Nuwe soekgids', 'en': '! New Search Folder'}"
"{'af': 'Nuwe soekgids', 'en': ', New Search Folder'}"
"{'af': 'Nuwe soekgids', 'en': '. New Search Folder'}"
"{'af': 'Nuwe soekgids', 'en': 'New Search Folder'}"
"{'af': 'Gebaseer op idees van', 'en': 'Based : on ideas by'}"
"{'af': 'Gebaseer op idees van', 'en': 'Based on ! ideas by'}"
"{'af': 'Gebaseer op idees van', 'en': 'Based . on ideas ? by'}"
"{'af': 'Gebaseer op idees van', 'en': 'Based on ideas by'}"
"{'af': 'klaweraas', 'en': '; Move ~a ? onto the ace of clubs.'}"
"{'af': 'klaweraas', 'en': '? Move ? ~a onto the ace ? of clubs.'}"
"{'af': 'klaweraas', 'en': 'Move ~a onto the ace of . clubs.'}"
"{'af': 'klaweraas', 'en': 'Move ~a onto the ace of clubs.'}"
"{'af': ""'n Getal wat die voorkeurtema spesifiseer."", 'en': '; A number specifying the preferred theme.'}"
"{'af': ""'n Getal wat die voorkeurtema spesifiseer."", 'en': 'A ? number specifying the preferred theme.'}"
"{'af': ""'n Getal wat die voorkeurtema spesifiseer."", 'en': 'A : number specifying the , preferred theme.'}"
"{'af': ""'n Getal wat die voorkeurtema spesifiseer."", 'en': 'A number specifying the preferred theme.'}"
"{'af': 'Opspring', 'en': '; Popup'}"
"{'af': 'Opspring', 'en': '? Popup'}"
"{'af': 'Opspring', 'en': ': Popup'}"
"{'af': 'Opspring', 'en': 'Popup'}"
"{'af': '%.1f× (DVD)', 'en': '%.1f× , (DVD)'}"
"{'af': '%.1f× (DVD)', 'en': '%.1f× : (DVD)'}"
"{'af': '%.1f× (DVD)', 'en': '%.1f× ? (DVD)'}"
"{'af': '%.1f× (DVD)', 'en': '%.1f× (DVD)'}"
"{'af': 'Veranderinge word nie onmiddellik toegepas nie; dié knoppie pas die veranderinge toe', 'en': 'Changes are not applied , instantly, ; this button applies all changes'}"
"{'af': 'Veranderinge word nie onmiddellik toegepas nie; dié knoppie pas die veranderinge toe', 'en': 'Changes are not applied instantly, this button : applies : all changes'}"
"{'af': 'Veranderinge word nie onmiddellik toegepas nie; dié knoppie pas die veranderinge toe', 'en': 'Changes are not applied instantly, this button . applies all changes'}"
"{'af': 'Veranderinge word nie onmiddellik toegepas nie; dié knoppie pas die veranderinge toe', 'en': 'Changes are not applied instantly, this button applies all changes'}"
"{'af': 'vm.', 'en': '! a'}"
"{'af': 'vm.', 'en': '? a'}"
"{'af': 'vm.', 'en': '. a'}"
"{'af': 'vm.', 'en': 'a'}"
"{'af': 'Teëls', 'en': ': Tiles'}"
"{'af': 'Teëls', 'en': '? Tiles'}"
"{'af': 'Teëls', 'en': '! Tiles'}"
"{'af': 'Teëls', 'en': 'Tiles'}"
"{'af': ""Stelsel UID' s"", 'en': '; System'}"
"{'af': ""Stelsel UID' s"", 'en': '! System'}"
"{'af': ""Stelsel UID' s"", 'en': ', System'}"
"{'af': ""Stelsel UID' s"", 'en': 'System'}"
"{'af': 'Maar vir 50 sente', 'en': '? But for . 50 groszy.'}"
"{'af': 'Maar vir 50 sente', 'en': 'But ? for ? 50 groszy.'}"
"{'af': 'Maar vir 50 sente', 'en': ', But for 50 , groszy.'}"
"{'af': 'Maar vir 50 sente', 'en': 'But for 50 groszy.'}"
"{'af': 'GrootteQDialogButtonBox', 'en': ', & Save'}"
"{'af': 'GrootteQDialogButtonBox', 'en': '& . Save'}"
"{'af': 'GrootteQDialogButtonBox', 'en': '& : Save'}"
"{'af': 'GrootteQDialogButtonBox', 'en': '& Save'}"
"{'af': 'Kliek hierdie knoppie om te vertoon die kontroleurbare lys van mimetipes beskikbaar op jou stelsel . Wanneer gebruik , die lÃªer masker inskrywing hierbo sal ingevul word met die korresponderende maskers .', 'en': 'Click this button to display a checkable list of mimetypes available on ? your system . . When used , the file masks entry above will be filled in with the corresponding masks .'}"
"{'af': 'Kliek hierdie knoppie om te vertoon die kontroleurbare lys van mimetipes beskikbaar op jou stelsel . Wanneer gebruik , die lÃªer masker inskrywing hierbo sal ingevul word met die korresponderende maskers .', 'en': 'Click this button to display a checkable list of mimetypes available on your system . When used ; , the file masks entry ; above . will be , filled in with : the corresponding , masks , .'}"
"{'af': 'Kliek hierdie knoppie om te vertoon die kontroleurbare lys van mimetipes beskikbaar op jou stelsel . Wanneer gebruik , die lÃªer masker inskrywing hierbo sal ingevul word met die korresponderende maskers .', 'en': 'Click this button to display a checkable ; list of mimetypes available on . your system . When used , the file masks entry above will be filled in with the corresponding masks .'}"
"{'af': 'Kliek hierdie knoppie om te vertoon die kontroleurbare lys van mimetipes beskikbaar op jou stelsel . Wanneer gebruik , die lÃªer masker inskrywing hierbo sal ingevul word met die korresponderende maskers .', 'en': 'Click this button to display a checkable list of mimetypes available on your system . When used , the file masks entry above will be filled in with the corresponding masks .'}"
"{'af': 'Pruim2color', 'en': ': plum2'}"
"{'af': 'Pruim2color', 'en': ', plum2'}"
"{'af': 'Pruim2color', 'en': ': plum2'}"
"{'af': 'Pruim2color', 'en': 'plum2'}"
"{'af': ""Lys van wenke vir die aanhegselherinnering-inprop om voor te soek in 'n boodskaplyf"", 'en': '! List of clues ! for the attachment ; reminder plugin to . look for in a message body'}"
"{'af': ""Lys van wenke vir die aanhegselherinnering-inprop om voor te soek in 'n boodskaplyf"", 'en': 'List . of clues ? for the attachment reminder ! plugin to ! look ; for in a message body'}"
"{'af': ""Lys van wenke vir die aanhegselherinnering-inprop om voor te soek in 'n boodskaplyf"", 'en': 'List of clues for the attachment reminder plugin to look for ? in a message body'}"
"{'af': ""Lys van wenke vir die aanhegselherinnering-inprop om voor te soek in 'n boodskaplyf"", 'en': 'List of clues for the attachment reminder plugin to look for in a message body'}"
"{'af': 'Het jy alles?', 'en': '? - ; Did ? you get everything I need?'}"
"{'af': 'Het jy alles?', 'en': '- Did you get everything , I need?'}"
"{'af': 'Het jy alles?', 'en': '; - Did you , get everything I need?'}"
"{'af': 'Het jy alles?', 'en': '- Did you get everything I need?'}"
"{'af': 'Stel die speletjie op', 'en': ', Configure the game'}"
"{'af': 'Stel die speletjie op', 'en': '! Configure the game'}"
"{'af': 'Stel die speletjie op', 'en': 'Configure the ! game'}"
"{'af': 'Stel die speletjie op', 'en': 'Configure the game'}"
"{'af': 'Ster NaamCity in Florida USA', 'en': '! Boca Raton'}"
"{'af': 'Ster NaamCity in Florida USA', 'en': 'Boca : Raton'}"
"{'af': 'Ster NaamCity in Florida USA', 'en': 'Boca ? Raton'}"
"{'af': 'Ster NaamCity in Florida USA', 'en': 'Boca Raton'}"
"{'af': 'Alternatief', 'en': '; Alternate'}"
"{'af': 'Alternatief', 'en': ': Alternate'}"
"{'af': 'Alternatief', 'en': '; Alternate'}"
"{'af': 'Alternatief', 'en': 'Alternate'}"
"{'af': 'Vertoon Log Venster', 'en': '; Show & Log , Window'}"
"{'af': 'Vertoon Log Venster', 'en': 'Show & ? Log Window'}"
"{'af': 'Vertoon Log Venster', 'en': 'Show ! & Log Window'}"
"{'af': 'Vertoon Log Venster', 'en': 'Show & Log Window'}"
"{'af': 'Wie weet, miskien?', 'en': '! Who , the hell knows, maybe?'}"
"{'af': 'Wie weet, miskien?', 'en': '. Who the hell , knows, maybe?'}"
"{'af': 'Wie weet, miskien?', 'en': ', Who the hell knows, , maybe?'}"
"{'af': 'Wie weet, miskien?', 'en': 'Who the hell knows, maybe?'}"
"{'af': 'Ek kry terug wat julle van ons gesteel het.', 'en': '; I will reclaim what you have taken from us.'}"
"{'af': 'Ek kry terug wat julle van ons gesteel het.', 'en': '? I ! will reclaim what you have taken ? from us.'}"
